tweet_id,timestamp,name,dog_stage,dog_gender,prediction_result,Is_Dog,confidence_level,source,text,rating_numerator,rating_denominator,in_reply_to_status_id,in_reply_to_user_id,favorite_count,retweet_count,jpg_url,expanded_urls
890006608113172480,2017-07-26 00:31:25,Koda,,male,Samoyed,True,0.957979,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13.0,10,nan,nan,30763,7430,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1"
889880896479866881,2017-07-25 16:11:53,Bruno,,male,French_bulldog,True,0.377417,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13.0,10,nan,nan,27883,5027,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,https://twitter.com/dog_rates/status/889880896479866881/photo/1
889665388333682689,2017-07-25 01:55:32,,puppo,female,Pembroke,True,0.966327,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13.0,10,nan,nan,48267,10183,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,https://twitter.com/dog_rates/status/889665388333682689/photo/1
889638837579907072,2017-07-25 00:10:02,Ted,,male,French_bulldog,True,0.99165,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,10,nan,nan,27272,4596,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1"
889531135344209921,2017-07-24 17:02:04,Stuart,puppo,male,golden_retriever,True,0.953442,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,10,nan,nan,15140,2262,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,https://twitter.com/dog_rates/status/889531135344209921/photo/1
889278841981685760,2017-07-24 00:19:32,Oliver,,male,whippet,True,0.626152,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10,nan,nan,25393,5497,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,https://twitter.com/dog_rates/status/889278841981685760/video/1
888917238123831296,2017-07-23 00:22:39,Jim,,male,golden_retriever,True,0.714719,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10,nan,nan,29189,4559,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,https://twitter.com/dog_rates/status/888917238123831296/photo/1
888804989199671297,2017-07-22 16:56:37,Zeke,,male,golden_retriever,True,0.46976,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10,nan,nan,25688,4396,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1"
888554962724278272,2017-07-22 00:23:06,Ralphus,,male,Siberian_husky,True,0.700377,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10,nan,nan,20001,3625,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1"
888078434458587136,2017-07-20 16:49:33,Gerald,,male,French_bulldog,True,0.995026,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10,nan,nan,21848,3540,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1"
887705289381826560,2017-07-19 16:06:48,Jeffrey,,male,basset,True,0.821664,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10,nan,nan,30303,5459,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,https://twitter.com/dog_rates/status/887705289381826560/photo/1
887517139158093824,2017-07-19 03:39:09,,,NaN,limousine,False,0.130432,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10,nan,nan,46405,11805,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,https://twitter.com/dog_rates/status/887517139158093824/video/1
887473957103951883,2017-07-19 00:47:34,Canela,,female,Pembroke,True,0.809197,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10,nan,nan,69383,18446,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1"
887343217045368832,2017-07-18 16:08:03,,,NaN,Mexican_hairless,True,0.330741,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10,nan,nan,33812,10528,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,https://twitter.com/dog_rates/status/887343217045368832/video/1
887101392804085760,2017-07-18 00:07:08,,,NaN,Samoyed,True,0.733942,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10,nan,nan,30663,6035,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,https://twitter.com/dog_rates/status/887101392804085760/photo/1
886983233522544640,2017-07-17 16:17:36,Maya,,female,Chihuahua,True,0.793469,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10,nan,nan,35291,7858,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1"
886736880519319552,2017-07-16 23:58:41,Mingus,,male,kuvasz,True,0.309706,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10,nan,nan,12121,3338,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1"
886680336477933568,2017-07-16 20:14:00,Derek,,male,convertible,False,0.738995,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10,nan,nan,22515,4526,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,https://twitter.com/dog_rates/status/886680336477933568/photo/1
886366144734445568,2017-07-15 23:25:31,Roscoe,pupper,NaN,French_bulldog,True,0.999201,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10,nan,nan,21196,3223,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1"
886258384151887873,2017-07-15 16:17:19,Waffles,,male,pug,True,0.943575,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10,nan,nan,28063,6374,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,https://twitter.com/dog_rates/status/886258384151887873/photo/1
885984800019947520,2017-07-14 22:10:11,Jimbo,,male,Blenheim_spaniel,True,0.972494,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10,nan,nan,32836,6893,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,https://twitter.com/dog_rates/status/885984800019947520/photo/1
885528943205470208,2017-07-13 15:58:47,Maisey,,female,pug,True,0.369275,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10,nan,nan,36139,6519,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,https://twitter.com/dog_rates/status/885528943205470208/photo/1
885167619883638784,2017-07-12 16:03:00,,,NaN,malamute,True,0.8124819999999999,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10,nan,nan,22022,4435,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1"
884925521741709313,2017-07-12 00:01:00,Earl,,male,Italian_greyhound,True,0.259916,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10,nan,nan,77793,18681,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,https://twitter.com/dog_rates/status/884925521741709313/photo/1
884876753390489601,2017-07-11 20:47:12,Lola,,female,chow,True,0.822103,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10,nan,nan,28038,5868,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1"
884562892145688576,2017-07-11 00:00:02,Kevin,,male,pug,True,0.5464060000000001,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10,nan,nan,24393,4937,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,https://twitter.com/dog_rates/status/884562892145688576/photo/1
884441805382717440,2017-07-10 15:58:53,,,NaN,Pembroke,True,0.993225,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10,nan,nan,27094,5725,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,https://twitter.com/dog_rates/status/884441805382717440/photo/1
884162670584377345,2017-07-09 21:29:42,Yogi,doggo,male,German_shepherd,True,0.707046,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10,nan,nan,20464,3031,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,https://twitter.com/dog_rates/status/884162670584377345/photo/1
883838122936631299,2017-07-09 00:00:04,Noah,,male,Doberman,True,0.610946,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10,nan,nan,21989,3493,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,https://twitter.com/dog_rates/status/883838122936631299/photo/1
883482846933004288,2017-07-08 00:28:19,Bella,,female,golden_retriever,True,0.943082,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10,nan,nan,46123,10094,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1"
883360690899218434,2017-07-07 16:22:55,Grizzwald,floofer,male,chow,True,0.987997,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10,nan,nan,22639,3733,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,https://twitter.com/dog_rates/status/883360690899218434/photo/1
883117836046086144,2017-07-07 00:17:54,,,NaN,golden_retriever,True,0.949562,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10,nan,nan,37371,6760,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1"
882992080364220416,2017-07-06 15:58:11,Rusty,,male,Eskimo_dog,True,0.466778,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10,nan,nan,24042,3981,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1"
882762694511734784,2017-07-06 00:46:41,Gus,pupper,male,Labrador_retriever,True,0.85005,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10,nan,nan,28428,4991,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,https://twitter.com/dog_rates/status/882762694511734784/photo/1
882627270321602560,2017-07-05 15:48:34,Stanley,,male,Pembroke,True,0.542982,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10,nan,nan,27972,6173,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,https://twitter.com/dog_rates/status/882627270321602560/photo/1
882268110199369728,2017-07-04 16:01:23,Alfy,,male,golden_retriever,True,0.762211,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10,nan,nan,45136,11766,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1"
882045870035918850,2017-07-04 01:18:17,Koko,,female,web_site,False,0.949591,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10,nan,nan,29485,5053,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1"
881906580714921986,2017-07-03 16:04:48,Rey,,male,Weimaraner,True,0.291539,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10,nan,nan,24385,3437,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,https://twitter.com/dog_rates/status/881906580714921986/photo/1
881666595344535552,2017-07-03 00:11:11,Gary,pupper,male,Saluki,True,0.529012,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10,nan,nan,50748,10821,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,https://twitter.com/dog_rates/status/881666595344535552/photo/1
881536004380872706,2017-07-02 15:32:16,,pupper,NaN,Samoyed,True,0.281463,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10,nan,nan,49647,16191,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,https://twitter.com/dog_rates/status/881536004380872706/video/1
881268444196462592,2017-07-01 21:49:04,Elliot,,male,tusker,False,0.473303,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10,nan,nan,23149,5214,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,https://twitter.com/dog_rates/status/881268444196462592/photo/1
880935762899988482,2017-06-30 23:47:07,Louis,,male,street_sign,False,0.251801,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10,nan,nan,17075,2815,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,https://twitter.com/dog_rates/status/880935762899988482/photo/1
880872448815771648,2017-06-30 19:35:32,,,NaN,Pembroke,True,0.791416,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10,nan,nan,21380,3870,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,https://twitter.com/dog_rates/status/880872448815771648/photo/1
880465832366813184,2017-06-29 16:39:47,Bella,,female,golden_retriever,True,0.913255,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10,nan,nan,28644,6373,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1"
880221127280381952,2017-06-29 00:27:25,Jesse,,male,Chihuahua,True,0.238525,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10,nan,nan,27185,4291,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1"
880095782870896641,2017-06-28 16:09:20,,,NaN,miniature_pinscher,True,0.120298,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10,nan,nan,27736,4420,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,https://twitter.com/dog_rates/status/880095782870896641/photo/1
879862464715927552,2017-06-28 00:42:13,Romeo,,male,basset,True,0.813507,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10,nan,nan,22387,3550,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1"
879492040517615616,2017-06-27 00:10:17,Bailey,,male,German_short-haired_pointer,True,0.479896,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10,nan,nan,23502,3233,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,https://twitter.com/dog_rates/status/879492040517615616/photo/1
879415818425184262,2017-06-26 19:07:24,Duddles,,male,English_springer,True,0.383404,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10,nan,nan,106313,44803,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,https://twitter.com/dog_rates/status/879415818425184262/video/1
879376492567855104,2017-06-26 16:31:08,Jack,,male,tricycle,False,0.663601,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10,nan,nan,16841,3160,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,https://twitter.com/dog_rates/status/879376492567855104/photo/1
879050749262655488,2017-06-25 18:56:45,Steven,,male,tabby,False,0.311861,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10,nan,nan,22690,4783,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,https://twitter.com/dog_rates/status/879050749262655488/photo/1
879008229531029506,2017-06-25 16:07:47,Beau,,male,vizsla,True,0.960513,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10,nan,nan,19043,2733,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,https://twitter.com/dog_rates/status/879008229531029506/photo/1
878776093423087618,2017-06-25 00:45:22,Snoopy,,male,Italian_greyhound,True,0.734684,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10,nan,nan,19453,4187,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1"
878281511006478336,2017-06-23 16:00:04,Shadow,,male,basset,True,0.32042,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10,nan,nan,7790,1313,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1"
